,Best Score,Best Map,First time of the best,First node of the best,Total time,td
42,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.13134002685546875,339,1.0303120613098145,2
43,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.23365497589111328,565,1.0236659049987793,2
44,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.2447059154510498,572,1.0060920715332031,2
45,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.13157176971435547,336,1.0318589210510254,2
46,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.1537020206451416,411,1.0224790573120117,2
47,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.16257905960083008,383,1.0040028095245361,2
48,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.2357950210571289,571,1.008756160736084,2
49,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.20194506645202637,476,1.0196778774261475,2
50,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.18257379531860352,457,1.0065200328826904,2
51,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.1844038963317871,452,1.023163080215454,2
52,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.20567083358764648,528,1.005774974822998,2
53,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.09476304054260254,272,1.0272409915924072,2
54,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.2402968406677246,547,1.0301859378814697,2
55,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.13377094268798828,366,1.0307660102844238,2
56,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.1513218879699707,411,1.0202140808105469,2
57,16,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' '7' 'C' '6' '5']]",0.12551403045654297,372,1.0137450695037842,2
58,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.16025590896606445,431,1.0085468292236328,2
59,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.27947497367858887,665,1.008810043334961,2
60,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.13069677352905273,332,1.023735761642456,2
61,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.23077082633972168,575,1.0242369174957275,2
62,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.19011688232421875,472,1.0022108554840088,2
63,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.15948700904846191,434,1.0161218643188477,2
64,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.18710923194885254,483,1.0154218673706055,2
65,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.18480801582336426,472,1.0239942073822021,2
66,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.12379312515258789,336,1.0077250003814697,2
67,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.2371687889099121,594,1.0063450336456299,2
68,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.1484088897705078,392,1.0107359886169434,2
69,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.18954801559448242,475,1.030622959136963,2
70,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.15035295486450195,379,1.014176845550537,2
71,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.2004086971282959,500,1.0098958015441895,2
72,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.1858971118927002,451,1.0113639831542969,2
73,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.23548293113708496,573,1.032167911529541,2
74,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.20769000053405762,505,1.0225391387939453,2
75,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.1563270092010498,408,1.0061969757080078,2
76,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.16572999954223633,434,1.0052449703216553,2
77,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.18509697914123535,481,1.0106687545776367,2
78,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.16307401657104492,412,1.0113799571990967,2
79,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.19725394248962402,457,1.0085089206695557,2
80,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.22925376892089844,528,1.0372028350830078,2
81,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.19789791107177734,475,1.0193610191345215,2
82,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.21776223182678223,518,1.0007002353668213,2
83,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.23150420188903809,550,1.0125291347503662,2
84,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.17778706550598145,452,1.0324971675872803,2
85,35,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.21593284606933594,581,1.0217437744140625,2
86,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.18354320526123047,457,1.0313150882720947,2
87,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.26854777336120605,636,1.0085148811340332,2
88,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.15513229370117188,411,1.0302221775054932,2
89,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.15596914291381836,415,1.0256242752075195,2
90,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.15789580345153809,384,1.030561923980713,2
91,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.24035930633544922,573,1.0004591941833496,2
92,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.16577601432800293,408,1.0350267887115479,2
93,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.21481704711914062,507,1.0140841007232666,2
94,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.16832780838012695,426,1.0335168838500977,2
95,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.11269688606262207,313,1.0410058498382568,2
96,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.28902292251586914,565,1.0333590507507324,2
97,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.19995713233947754,518,1.0264358520507812,2
98,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.3555288314819336,644,1.0038938522338867,2
99,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.21255993843078613,528,1.0120680332183838,2
100,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.19954395294189453,504,1.0105950832366943,3
101,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.22812533378601074,593,1.0285751819610596,3
102,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.15989017486572266,386,1.025327205657959,3
103,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.25568103790283203,614,1.0223348140716553,3
104,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.20711088180541992,527,1.0217928886413574,3
105,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.21050214767456055,425,1.0035300254821777,3
106,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.17190909385681152,383,1.0251359939575195,3
107,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.2346968650817871,502,1.0175378322601318,3
108,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.19226694107055664,435,1.0313260555267334,3
109,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.20048904418945312,522,1.0250439643859863,3
110,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.2518479824066162,589,1.0097401142120361,3
111,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.28976988792419434,527,1.036081075668335,3
112,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.2790069580078125,565,1.0173399448394775,3
113,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.1958940029144287,434,1.0102488994598389,3
114,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.2123861312866211,504,1.0014970302581787,3
115,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.19512701034545898,504,1.0292589664459229,3
116,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.17432117462158203,457,1.039531946182251,3
117,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.23257184028625488,551,1.0352048873901367,3
118,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.1898050308227539,437,1.0112428665161133,3
119,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.17596912384033203,408,1.0268023014068604,3
120,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.22539401054382324,547,1.0187931060791016,3
121,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.216109037399292,524,1.00062894821167,3
122,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.21620607376098633,521,1.0041038990020752,3
123,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.2581949234008789,614,1.0035011768341064,3
124,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.16112017631530762,414,1.0105359554290771,3
125,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.1417710781097412,336,1.0192959308624268,3
126,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.17303800582885742,430,1.0078630447387695,3
127,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.21868085861206055,528,1.0127558708190918,3
128,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.13907480239868164,367,1.0145938396453857,3
129,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.19489717483520508,483,1.0112903118133545,3
130,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.21697163581848145,527,1.0237367153167725,3
131,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.17479705810546875,434,1.0078709125518799,3
132,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.1998426914215088,408,1.0195767879486084,3
133,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.2497720718383789,573,1.0006248950958252,3
134,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.3297569751739502,669,1.000478982925415,3
135,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.15182209014892578,293,1.0241069793701172,3
136,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.36911606788635254,681,1.0037240982055664,3
137,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.18879365921020508,475,1.0388517379760742,3
138,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['7' '6' 'C' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['C' 'R' '2' '6' '5']]",0.20274806022644043,457,1.0030641555786133,3
139,42,"[['2' '3' '3' 'X' '6']
 ['4' 'X' '3' '2' '3']
 ['3' '1' '1' '6' 'X']
 ['C' '6' '5' '8' '5']
 ['S' 'R' 'S' '9' '1']
 ['4' 'R' 'C' '6' '5']]",0.19857525825500488,527,1.0332369804382324,3
